EmployeeID,Gender,Department,Job_Level,Country,Hire_Date,Annual_Salary,Market_Midpoint,Target_Bonus_Pct,Actual_Bonus,Performance_Rating,Benefit_Plan
GE-1865,Male,HR,Professional,Spain,9/23/2015,120298,130000,0.1,10311,3,Opt-Out
GE-1866,Female,Operations,Professional,Poland,3/4/2014,108938,130000,0.1,15562,5,Standard
GE-1867,Male,Engineering,Senior,Spain,5/11/2016,190829,175000,0.15,32713,4,Gold Health
GE-1868,Female,Finance,Senior,Germany,2/2/2014,182038,175000,0.15,31206,4,Silver Health
GE-1869,Male,IT,Entry,France,10/23/2021,93830,95000,0.05,4021,3,Standard
GE-1870,Male,IT,Entry,Spain,5/7/2019,100359,95000,0.05,5734,4,Standard
GE-1871,Female,Operations,Professional,Spain,3/2/2015,146867,130000,0.1,16784,4,Standard
GE-1872,Male,Engineering,Professional,UK,6/11/2018,119319,130000,0.1,13636,4,Opt-Out
GE-1873,Male,Finance,Professional,Spain,6/15/2016,112398,130000,0.1,9634,3,Silver Health
GE-1874,Male,HR,Manager,Poland,4/18/2018,197539,240000,0.2,33863,3,Opt-Out
GE-1875,Male,Operations,Professional,Spain,11/5/2017,127728,130000,0.1,10948,3,Silver Health
GE-1876,Female,Operations,Director,Spain,7/17/2020,352112,340000,0.3,90543,3,Gold Health
GE-1877,Male,Marketing,Entry,France,11/30/2016,100242,95000,0.05,5728,4,Silver Health
GE-1878,Female,IT,Senior,Germany,9/27/2016,185051,175000,0.15,23792,3,Gold Health
GE-1879,Female,Sales,Entry,Poland,8/12/2016,91715,95000,0.05,3930,3,Gold Health
GE-1880,Male,Engineering,Director,Poland,6/17/2016,348514,340000,0.3,89617,3,Opt-Out
GE-1881,Male,Finance,Professional,Spain,8/11/2016,115905,130000,0.1,9934,3,Gold Health
GE-1882,Male,IT,Manager,Germany,10/28/2019,228949,240000,0.2,39248,3,Standard
GE-1883,Female,Sales,Manager,UK,11/24/2021,234176,240000,0.2,53525,4,Silver Health
GE-1884,Female,Operations,Professional,Spain,3/2/2015,134023,130000,0.1,15316,4,Gold Health
GE-1885,Male,Engineering,Professional,Spain,3/8/2016,122454,130000,0.1,13994,4,Standard
GE-1886,Female,Sales,Manager,Germany,3/18/2020,237141,240000,0.2,40652,3,Gold Health
GE-1887,Male,Marketing,Senior,Spain,11/17/2021,156849,175000,0.15,20166,3,Gold Health
GE-1888,Female,Sales,Senior,Germany,3/6/2020,182745,175000,0.15,23495,3,Standard
GE-1889,Female,Sales,Director,Spain,8/29/2020,287863,340000,0.3,74021,3,Opt-Out
GE-1890,Female,Sales,Senior,Germany,3/14/2014,193200,175000,0.15,33120,4,Opt-Out
GE-1891,Male,Sales,Professional,France,4/8/2019,112340,130000,0.1,9629,3,Gold Health
GE-1892,Female,Engineering,Professional,UK,3/15/2022,116951,130000,0.1,16707,5,Opt-Out
GE-1893,Male,Operations,Senior,UK,8/23/2015,183746,175000,0.15,31499,4,Standard
GE-1894,Female,HR,Manager,Germany,8/7/2020,217759,240000,0.2,49773,4,Standard
GE-1895,Female,Operations,Entry,Germany,7/2/2022,99326,95000,0.05,1418,1,Gold Health
GE-1896,Female,IT,Professional,Poland,7/15/2014,116344,130000,0.1,13296,4,Gold Health
GE-1897,Male,IT,Professional,UK,5/30/2019,116304,130000,0.1,9968,3,Standard
GE-1898,Male,IT,Professional,UK,12/30/2020,118339,130000,0.1,3381,1,Silver Health
GE-1899,Male,Operations,Professional,Poland,8/17/2023,117604,130000,0.1,13440,4,Silver Health
GE-1900,Male,HR,Senior,Germany,8/11/2018,153108,175000,0.15,6561,1,Silver Health
GE-1901,Male,Finance,Entry,Germany,3/4/2019,97171,95000,0.05,6940,5,Silver Health
GE-1902,Female,HR,Senior,Poland,4/20/2015,179397,175000,0.15,7688,1,Gold Health
GE-1903,Male,Operations,Professional,Poland,12/10/2022,123622,130000,0.1,10596,3,Silver Health
GE-1904,Female,Engineering,Senior,Spain,8/15/2017,181705,175000,0.15,23362,3,Gold Health
GE-1905,Male,Engineering,Professional,UK,10/11/2015,145462,130000,0.1,20780,5,Opt-Out
GE-1906,Male,Finance,Manager,Germany,10/9/2017,211652,240000,0.2,48377,4,Silver Health
GE-1907,Female,HR,Director,Poland,5/5/2018,347120,340000,0.3,89259,3,Standard
GE-1908,Male,Operations,Professional,UK,5/21/2018,148155,130000,0.1,12699,3,Standard
GE-1909,Female,Marketing,Director,UK,8/16/2019,261369,340000,0.3,44806,2,Opt-Out
GE-1910,Male,Marketing,Professional,Poland,4/28/2021,127444,130000,0.1,7282,2,Gold Health
GE-1911,Male,Marketing,Professional,UK,2/9/2019,120447,130000,0.1,10324,3,Standard
GE-1912,Female,IT,Professional,France,12/10/2017,150668,130000,0.1,12914,3,Gold Health
GE-1913,Male,Engineering,Manager,Germany,1/14/2014,215419,240000,0.2,36928,3,Gold Health
GE-1914,Male,IT,Senior,France,3/15/2015,158094,175000,0.15,20326,3,Silver Health
GE-1915,Male,Sales,Professional,France,5/31/2018,127433,130000,0.1,10922,3,Opt-Out
GE-1916,Male,Sales,Director,Poland,3/29/2021,362433,340000,0.3,93197,3,Silver Health
GE-1917,Female,Finance,Professional,France,1/12/2016,109745,130000,0.1,9406,3,Silver Health
GE-1918,Female,Engineering,Director,UK,9/16/2016,355602,340000,0.3,121920,4,Gold Health
GE-1919,Female,Operations,Senior,France,11/19/2014,187192,175000,0.15,32090,4,Opt-Out
GE-1920,Male,Engineering,Director,UK,11/2/2021,335719,340000,0.3,86327,3,Opt-Out
GE-1921,Female,HR,Professional,France,12/25/2020,118534,130000,0.1,10160,3,Opt-Out
GE-1922,Male,Sales,Manager,Poland,8/11/2019,198202,240000,0.2,22651,2,Opt-Out
GE-1923,Male,IT,Senior,Germany,10/18/2022,202200,175000,0.15,25997,3,Gold Health
GE-1924,Male,Operations,Professional,Poland,5/25/2022,141199,130000,0.1,16137,4,Silver Health
GE-1925,Male,Marketing,Manager,France,10/31/2019,212003,240000,0.2,24228,2,Standard
GE-1926,Female,Sales,Senior,France,6/8/2022,170187,175000,0.15,21881,3,Gold Health
GE-1927,Female,HR,Entry,France,11/14/2022,94612,95000,0.05,4054,3,Standard
GE-1928,Female,Marketing,Senior,Poland,1/11/2014,169007,175000,0.15,36215,5,Silver Health
GE-1929,Female,HR,Professional,Germany,9/20/2015,146895,130000,0.1,20985,5,Gold Health
GE-1930,Female,Operations,Professional,Spain,11/16/2022,131933,130000,0.1,11308,3,Standard
GE-1931,Male,Finance,Professional,Germany,1/9/2023,120183,130000,0.1,10301,3,Standard
GE-1932,Female,Marketing,Professional,France,6/28/2017,130857,130000,0.1,11216,3,Opt-Out
GE-1933,Female,Marketing,Manager,Poland,3/19/2018,259490,240000,0.2,59312,4,Gold Health
GE-1934,Male,Operations,Senior,France,2/6/2014,179779,175000,0.15,23114,3,Standard
GE-1935,Male,Finance,Senior,Spain,3/22/2020,168859,175000,0.15,28947,4,Silver Health
GE-1936,Female,IT,Senior,Spain,6/1/2021,151837,175000,0.15,19521,3,Gold Health
GE-1937,Female,Finance,Professional,Spain,9/6/2021,126803,130000,0.1,10868,3,Silver Health
GE-1938,Female,HR,Senior,Spain,5/2/2021,171987,175000,0.15,14741,2,Silver Health
GE-1939,Male,Marketing,Professional,France,4/21/2023,127461,130000,0.1,14566,4,Silver Health
GE-1940,Female,HR,Professional,France,8/30/2022,126142,130000,0.1,14416,4,Gold Health
GE-1941,Female,Engineering,Manager,France,10/31/2014,233470,240000,0.2,40023,3,Standard
GE-1942,Female,Finance,Professional,UK,11/23/2022,132168,130000,0.1,11328,3,Gold Health
GE-1943,Female,Sales,Professional,Spain,10/22/2019,122574,130000,0.1,3502,1,Opt-Out
GE-1944,Male,Sales,Manager,Germany,10/27/2018,208595,240000,0.2,59598,5,Opt-Out
GE-1945,Female,IT,Entry,Spain,5/12/2020,101439,95000,0.05,5796,4,Standard
GE-1946,Female,Marketing,Manager,France,4/14/2016,220446,240000,0.2,50387,4,Silver Health
GE-1947,Female,Engineering,Entry,Poland,8/19/2022,84592,95000,0.05,2416,2,Opt-Out
GE-1948,Male,HR,Entry,France,2/24/2015,100329,95000,0.05,5733,4,Gold Health
GE-1949,Male,Engineering,Entry,Spain,4/10/2014,109949,95000,0.05,4712,3,Opt-Out
GE-1950,Male,IT,Senior,Germany,6/2/2015,148103,175000,0.15,25389,4,Opt-Out
GE-1951,Female,Sales,Professional,Spain,11/12/2022,133659,130000,0.1,11456,3,Silver Health
GE-1952,Female,IT,Manager,Poland,8/27/2016,297216,240000,0.2,50951,3,Standard
GE-1953,Male,Operations,Professional,Germany,6/25/2015,142778,130000,0.1,12238,3,Silver Health
GE-1954,Male,Marketing,Professional,UK,11/18/2015,130993,130000,0.1,14970,4,Standard
GE-1955,Male,Marketing,Manager,Spain,11/25/2019,267346,240000,0.2,45830,3,Silver Health
GE-1956,Male,Operations,Senior,France,10/20/2016,174139,175000,0.15,14926,2,Silver Health
GE-1957,Male,IT,Senior,France,5/7/2022,152064,175000,0.15,19551,3,Gold Health
GE-1958,Male,Operations,Senior,Poland,6/21/2022,157894,175000,0.15,20300,3,Gold Health
GE-1959,Male,IT,Professional,Germany,5/1/2021,120150,130000,0.1,13731,4,Opt-Out
GE-1960,Male,Sales,Manager,Spain,8/25/2022,241499,240000,0.2,27599,2,Gold Health
GE-1961,Male,Marketing,Director,Spain,10/15/2017,386788,340000,0.3,99459,3,Opt-Out
GE-1962,Male,IT,Entry,France,5/30/2019,101792,95000,0.05,4362,3,Gold Health
GE-1963,Female,Engineering,Manager,France,11/19/2023,272448,240000,0.2,77842,5,Standard
GE-1964,Female,Sales,Professional,Spain,5/21/2014,136601,130000,0.1,11708,3,Gold Health
GE-1965,Male,Finance,Senior,France,2/21/2014,203339,175000,0.15,26143,3,Opt-Out
GE-1966,Male,Marketing,Professional,France,5/24/2016,129497,130000,0.1,11099,3,Opt-Out
GE-1967,Female,Engineering,Professional,UK,7/12/2021,155696,130000,0.1,22242,5,Opt-Out
GE-1968,Female,Finance,Manager,UK,8/29/2014,240214,240000,0.2,41179,3,Opt-Out
GE-1969,Male,Engineering,Manager,Poland,6/30/2022,225601,240000,0.2,51565,4,Silver Health
GE-1970,Male,Sales,Senior,Spain,5/16/2019,194374,175000,0.15,41651,5,Silver Health
GE-1971,Female,Sales,Manager,Spain,5/10/2016,257044,240000,0.2,58752,4,Silver Health
GE-1972,Female,Marketing,Professional,UK,11/12/2014,126786,130000,0.1,10867,3,Silver Health
GE-1973,Female,Engineering,Professional,Spain,6/20/2017,110563,130000,0.1,9476,3,Silver Health
GE-1974,Female,HR,Professional,Spain,1/20/2020,119655,130000,0.1,13674,4,Gold Health
GE-1975,Female,Sales,Professional,Poland,1/31/2023,139571,130000,0.1,11963,3,Silver Health
GE-1976,Male,Engineering,Professional,Spain,1/28/2022,115380,130000,0.1,9889,3,Standard
GE-1977,Male,IT,Senior,Germany,2/14/2018,177190,175000,0.15,30375,4,Silver Health
GE-1978,Female,Sales,Professional,France,7/24/2016,113538,130000,0.1,3243,1,Opt-Out
GE-1979,Male,Marketing,Professional,France,3/29/2014,110311,130000,0.1,12606,4,Gold Health
GE-1980,Male,IT,Professional,Germany,3/3/2022,138085,130000,0.1,11835,3,Silver Health
GE-1981,Male,Engineering,Entry,UK,1/31/2016,82901,95000,0.05,3552,3,Silver Health
GE-1982,Male,HR,Professional,Germany,8/11/2014,131439,130000,0.1,7510,2,Gold Health
GE-1983,Male,Finance,Entry,Spain,2/5/2016,105543,95000,0.05,4523,3,Gold Health
GE-1984,Male,HR,Professional,Germany,6/22/2017,141014,130000,0.1,16115,4,Gold Health
GE-1985,Male,Engineering,Senior,Germany,1/19/2023,219223,175000,0.15,28185,3,Standard
GE-1986,Male,Engineering,Professional,Spain,4/10/2015,106219,130000,0.1,9104,3,Standard
GE-1987,Female,Sales,Senior,Poland,11/11/2021,177628,175000,0.15,22837,3,Gold Health
GE-1988,Male,IT,Director,Germany,1/28/2020,301509,340000,0.3,77530,3,Gold Health
GE-1989,Male,HR,Professional,UK,5/26/2017,112920,130000,0.1,16131,5,Silver Health
GE-1990,Male,Engineering,Entry,Spain,12/6/2020,82236,95000,0.05,3524,3,Silver Health
GE-1991,Female,Sales,Professional,Spain,12/25/2016,161764,130000,0.1,13865,3,Opt-Out
GE-1992,Female,Operations,Professional,Germany,11/5/2020,148120,130000,0.1,12696,3,Silver Health
GE-1993,Female,Sales,Professional,Germany,9/1/2023,125518,130000,0.1,10758,3,Standard
GE-1994,Female,Operations,Professional,France,6/23/2014,129247,130000,0.1,11078,3,Silver Health
GE-1995,Female,Finance,Entry,Spain,7/17/2017,92071,95000,0.05,5261,4,Gold Health
GE-1996,Female,Finance,Entry,Germany,9/5/2021,87344,95000,0.05,3743,3,Silver Health
GE-1997,Male,Marketing,Professional,Spain,1/14/2015,150210,130000,0.1,17166,4,Opt-Out
GE-1998,Female,HR,Entry,Spain,11/13/2021,97317,95000,0.05,4170,3,Standard
GE-1999,Female,Sales,Senior,Poland,4/3/2019,170401,175000,0.15,21908,3,Standard
GE-2000,Female,HR,Professional,Germany,12/19/2016,115601,130000,0.1,13211,4,Opt-Out
GE-2001,Female,IT,Entry,Poland,11/5/2016,89696,95000,0.05,2562,2,Gold Health
GE-2002,Male,Sales,Manager,France,9/12/2019,189568,240000,0.2,32497,3,Standard
GE-2003,Male,IT,Senior,Spain,3/30/2017,211532,175000,0.15,36262,4,Gold Health
GE-2004,Male,Finance,Professional,France,6/18/2018,114071,130000,0.1,9777,3,Standard
GE-2005,Female,Operations,Senior,Germany,5/1/2023,149802,175000,0.15,19260,3,Silver Health
GE-2006,Male,Marketing,Senior,UK,7/22/2023,184990,175000,0.15,31712,4,Opt-Out
GE-2007,Female,Operations,Professional,France,3/21/2023,135452,130000,0.1,15480,4,Opt-Out
GE-2008,Male,Marketing,Senior,UK,3/31/2023,182825,175000,0.15,31341,4,Gold Health
GE-2009,Female,HR,Manager,UK,7/10/2017,271484,240000,0.2,77566,5,Silver Health
GE-2010,Female,Sales,Manager,UK,8/10/2014,220958,240000,0.2,37878,3,Opt-Out
GE-2011,Male,Engineering,Entry,France,8/6/2022,115609,95000,0.05,4954,3,Silver Health
GE-2012,Male,HR,Professional,UK,8/22/2019,124754,130000,0.1,10693,3,Silver Health
GE-2013,Female,Finance,Manager,France,5/31/2022,245431,240000,0.2,42073,3,Gold Health
GE-2014,Female,HR,Senior,Germany,5/25/2023,158904,175000,0.15,13620,2,Silver Health
GE-2015,Male,Finance,Entry,Spain,2/13/2016,97646,95000,0.05,4184,3,Gold Health
GE-2016,Female,IT,Professional,Spain,5/21/2019,140228,130000,0.1,12019,3,Gold Health
GE-2017,Male,HR,Manager,Germany,1/22/2015,230277,240000,0.2,26317,2,Opt-Out
GE-2018,Male,HR,Professional,Germany,3/2/2022,119578,130000,0.1,13666,4,Opt-Out
GE-2019,Male,IT,Senior,Poland,9/12/2021,191160,175000,0.15,32770,4,Gold Health
GE-2020,Female,Marketing,Entry,UK,6/18/2019,87707,95000,0.05,5011,4,Gold Health
GE-2021,Female,HR,Professional,France,1/3/2014,126801,130000,0.1,18114,5,Gold Health
GE-2022,Female,Engineering,Senior,Spain,5/31/2020,172792,175000,0.15,29621,4,Gold Health
GE-2023,Male,Finance,Manager,UK,7/25/2017,236626,240000,0.2,40564,3,Standard
GE-2024,Male,Finance,Professional,France,7/27/2020,131685,130000,0.1,11287,3,Opt-Out
GE-2025,Male,Engineering,Director,UK,6/3/2019,330264,340000,0.3,56616,2,Opt-Out
GE-2026,Female,Sales,Professional,Germany,7/28/2023,137119,130000,0.1,11753,3,Opt-Out
GE-2027,Male,Finance,Professional,France,9/23/2022,126552,130000,0.1,10847,3,Opt-Out
GE-2028,Male,Marketing,Professional,Poland,9/4/2019,129625,130000,0.1,11110,3,Silver Health
GE-2029,Male,Operations,Director,France,6/14/2023,264808,340000,0.3,90791,4,Gold Health
GE-2030,Female,Finance,Senior,Spain,8/3/2019,169630,175000,0.15,29079,4,Standard
GE-2031,Male,HR,Professional,Poland,5/3/2017,113113,130000,0.1,16159,5,Silver Health
GE-2032,Male,HR,Professional,Germany,4/27/2014,115227,130000,0.1,9876,3,Gold Health
GE-2033,Female,Sales,Professional,UK,7/7/2021,108932,130000,0.1,15561,5,Silver Health
GE-2034,Female,HR,Manager,France,10/29/2014,208153,240000,0.2,59472,5,Gold Health
GE-2035,Male,Sales,Manager,UK,4/7/2020,278705,240000,0.2,79630,5,Standard
GE-2036,Female,IT,Professional,UK,10/26/2023,155444,130000,0.1,8882,2,Silver Health
GE-2037,Male,IT,Director,France,10/26/2018,283107,340000,0.3,97065,4,Silver Health
GE-2038,Female,IT,Senior,Spain,9/12/2020,194092,175000,0.15,33272,4,Gold Health
GE-2039,Female,Engineering,Senior,France,7/27/2022,145739,175000,0.15,18737,3,Gold Health
GE-2040,Male,Engineering,Professional,Germany,10/9/2022,128026,130000,0.1,14631,4,Gold Health
GE-2041,Male,Marketing,Professional,Germany,6/13/2021,121868,130000,0.1,10445,3,Opt-Out
GE-2042,Male,Sales,Professional,Germany,7/7/2022,131445,130000,0.1,7511,2,Opt-Out
GE-2043,Male,HR,Senior,France,7/5/2023,173529,175000,0.15,22310,3,Standard
GE-2044,Male,Engineering,Professional,Poland,10/17/2019,132801,130000,0.1,7588,2,Opt-Out
GE-2045,Male,Sales,Manager,Poland,10/2/2017,248923,240000,0.2,56896,4,Gold Health
GE-2046,Female,Operations,Director,Germany,11/28/2021,328956,340000,0.3,140981,5,Gold Health
GE-2047,Male,Sales,Entry,Poland,7/23/2016,109335,95000,0.05,4685,3,Standard
GE-2048,Male,Finance,Professional,UK,5/28/2015,110177,130000,0.1,9443,3,Standard
GE-2049,Male,IT,Senior,UK,7/13/2014,212839,175000,0.15,36486,4,Gold Health
GE-2050,Male,Operations,Professional,Poland,5/6/2016,113430,130000,0.1,16204,5,Silver Health
GE-2051,Female,Marketing,Professional,France,2/17/2017,112407,130000,0.1,9634,3,Opt-Out
GE-2052,Male,HR,Manager,Poland,1/20/2018,224773,240000,0.2,25688,2,Silver Health
GE-2053,Male,Sales,Senior,Poland,9/11/2015,212649,175000,0.15,9113,1,Gold Health
GE-2054,Female,Finance,Senior,Germany,1/25/2021,176369,175000,0.15,22676,3,Silver Health
GE-2055,Male,Engineering,Professional,Spain,5/26/2022,153125,130000,0.1,13125,3,Gold Health
GE-2056,Male,Engineering,Senior,Germany,8/1/2021,187850,175000,0.15,16101,2,Gold Health
GE-2057,Female,Sales,Senior,UK,3/31/2016,162885,175000,0.15,20942,3,Standard
GE-2058,Male,Sales,Professional,Poland,4/20/2017,124404,130000,0.1,10663,3,Opt-Out
GE-2059,Male,Marketing,Professional,UK,10/2/2022,107930,130000,0.1,9251,3,Standard
GE-2060,Male,Marketing,Senior,Spain,7/5/2022,179397,175000,0.15,30753,4,Silver Health
GE-2061,Male,IT,Professional,Germany,7/15/2018,100984,130000,0.1,8655,3,Opt-Out
GE-2062,Male,Operations,Professional,Spain,11/5/2015,121837,130000,0.1,10443,3,Silver Health
GE-2063,Female,HR,Entry,Spain,7/7/2017,104962,95000,0.05,4498,3,Silver Health
GE-2064,Male,HR,Professional,Germany,3/17/2022,101867,130000,0.1,8731,3,Silver Health
GE-2065,Female,IT,Professional,Poland,2/25/2015,134687,130000,0.1,11544,3,Gold Health
GE-2066,Male,IT,Entry,Poland,3/27/2018,94051,95000,0.05,1343,1,Standard
GE-2067,Male,HR,Entry,Germany,12/4/2018,77051,95000,0.05,3302,3,Opt-Out
GE-2068,Male,Engineering,Director,Poland,6/6/2018,348338,340000,0.3,89572,3,Silver Health
GE-2069,Male,IT,Manager,Germany,2/17/2019,273918,240000,0.2,46957,3,Gold Health
GE-2070,Female,Operations,Manager,France,10/24/2014,242643,240000,0.2,41595,3,Standard
GE-2071,Female,IT,Manager,UK,10/17/2022,229931,240000,0.2,39416,3,Standard
GE-2072,Female,Marketing,Professional,France,11/23/2022,126822,130000,0.1,10870,3,Silver Health
GE-2073,Female,Sales,Senior,Germany,10/8/2016,164850,175000,0.15,21195,3,Standard
GE-2074,Female,Sales,Entry,France,1/3/2018,91117,95000,0.05,3905,3,Silver Health
GE-2075,Male,Finance,Professional,Spain,7/11/2017,139505,130000,0.1,19929,5,Gold Health
GE-2076,Female,HR,Professional,France,11/6/2014,153484,130000,0.1,8770,2,Opt-Out
GE-2077,Male,Finance,Entry,Germany,5/31/2017,110755,95000,0.05,3164,2,Gold Health
GE-2078,Female,Engineering,Director,Spain,10/30/2018,291310,340000,0.3,74908,3,Opt-Out
GE-2079,Male,Sales,Professional,France,11/22/2023,113469,130000,0.1,12967,4,Gold Health
GE-2080,Female,HR,Professional,Germany,12/30/2022,115458,130000,0.1,16494,5,Standard
GE-2081,Male,IT,Senior,Spain,7/12/2017,160888,175000,0.15,13790,2,Gold Health
GE-2082,Male,Marketing,Manager,Spain,1/26/2020,191554,240000,0.2,32837,3,Silver Health
GE-2083,Female,Finance,Manager,Spain,2/10/2022,265752,240000,0.2,45557,3,Standard
GE-2084,Female,Finance,Professional,Spain,5/23/2014,111770,130000,0.1,15967,5,Silver Health
GE-2085,Male,Operations,Manager,Spain,5/30/2021,229008,240000,0.2,39258,3,Silver Health
GE-2086,Male,Finance,Manager,Spain,10/10/2014,238256,240000,0.2,40843,3,Opt-Out
GE-2087,Female,Finance,Director,Poland,11/14/2020,286491,340000,0.3,73669,3,Silver Health
GE-2088,Male,Finance,Entry,Poland,11/20/2015,94366,95000,0.05,4044,3,Silver Health
GE-2089,Female,Finance,Professional,Poland,2/15/2023,111131,130000,0.1,9525,3,Gold Health
GE-2090,Male,Operations,Senior,France,7/14/2020,157119,175000,0.15,20201,3,Standard
GE-2091,Female,Finance,Professional,Spain,1/11/2019,125178,130000,0.1,7153,2,Silver Health
GE-2092,Female,Finance,Senior,France,1/3/2015,174359,175000,0.15,37362,5,Standard
GE-2093,Male,Finance,Senior,Germany,1/23/2022,171015,175000,0.15,21987,3,Standard
GE-2094,Male,Engineering,Manager,UK,9/7/2023,240388,240000,0.2,54945,4,Silver Health
GE-2095,Male,Marketing,Professional,France,6/23/2017,130600,130000,0.1,11194,3,Gold Health
GE-2096,Female,Marketing,Senior,Poland,12/19/2020,176717,175000,0.15,22720,3,Gold Health
GE-2097,Male,Marketing,Senior,Poland,7/8/2014,189195,175000,0.15,8108,1,Opt-Out
GE-2098,Male,HR,Senior,UK,7/30/2018,172420,175000,0.15,22168,3,Gold Health
GE-2099,Male,Finance,Senior,Poland,8/27/2021,198247,175000,0.15,42481,5,Opt-Out
GE-2100,Male,HR,Professional,Poland,4/8/2019,125647,130000,0.1,10769,3,Opt-Out
GE-2101,Female,Sales,Entry,France,9/24/2020,89260,95000,0.05,3825,3,Standard
GE-2102,Male,Operations,Professional,France,3/4/2023,138456,130000,0.1,15823,4,Opt-Out
GE-2103,Male,Operations,Senior,Spain,3/10/2018,158079,175000,0.15,20324,3,Gold Health
GE-2104,Female,IT,Entry,UK,4/1/2015,107900,95000,0.05,4624,3,Silver Health
GE-2105,Female,IT,Professional,Spain,8/22/2023,131527,130000,0.1,15031,4,Gold Health
GE-2106,Female,Sales,Senior,UK,11/22/2014,207032,175000,0.15,35491,4,Standard
GE-2107,Female,Finance,Senior,Germany,2/9/2014,147116,175000,0.15,18914,3,Opt-Out
GE-2108,Male,Operations,Professional,Spain,10/12/2018,109830,130000,0.1,9414,3,Silver Health
GE-2109,Female,Operations,Professional,Poland,8/15/2018,124425,130000,0.1,10665,3,Standard
GE-2110,Male,Operations,Professional,UK,1/14/2022,149901,130000,0.1,8565,2,Standard
GE-2111,Female,Operations,Senior,UK,7/26/2016,177556,175000,0.15,30438,4,Gold Health
GE-2112,Female,Operations,Professional,Spain,12/3/2023,144675,130000,0.1,16534,4,Silver Health
GE-2113,Female,Operations,Manager,France,4/14/2015,264264,240000,0.2,60403,4,Opt-Out
GE-2114,Male,IT,Senior,Germany,5/30/2018,210434,175000,0.15,27055,3,Opt-Out
GE-2115,Female,Sales,Senior,Poland,6/11/2019,174320,175000,0.15,22412,3,Gold Health
GE-2116,Female,Engineering,Entry,France,10/2/2016,86522,95000,0.05,3708,3,Opt-Out
GE-2117,Male,HR,Professional,France,5/17/2022,112643,130000,0.1,9655,3,Gold Health
GE-2118,Male,Engineering,Director,Spain,4/24/2021,359096,340000,0.3,92338,3,Opt-Out
GE-2119,Male,Engineering,Manager,Germany,5/2/2023,258141,240000,0.2,59003,4,Standard
GE-2120,Male,Engineering,Professional,France,5/8/2015,157622,130000,0.1,13510,3,Silver Health
GE-2121,Male,Sales,Professional,France,7/13/2018,118908,130000,0.1,10192,3,Standard
GE-2122,Female,HR,Manager,Germany,1/3/2021,243971,240000,0.2,69706,5,Opt-Out
GE-2123,Female,Finance,Manager,France,2/25/2023,270577,240000,0.2,46384,3,Gold Health
GE-2124,Female,Finance,Professional,France,7/8/2016,114095,130000,0.1,13039,4,Silver Health
GE-2125,Male,Sales,Senior,Poland,6/8/2022,162155,175000,0.15,27798,4,Opt-Out
GE-2126,Female,HR,Senior,Germany,12/13/2023,197309,175000,0.15,8456,1,Opt-Out
GE-2127,Male,IT,Professional,Poland,3/8/2017,129369,130000,0.1,7392,2,Standard
GE-2128,Female,Finance,Senior,Spain,3/28/2018,164250,175000,0.15,21117,3,Silver Health
GE-2129,Male,HR,Manager,UK,1/21/2016,281385,240000,0.2,48237,3,Silver Health
GE-2130,Male,Finance,Professional,Germany,6/11/2023,124370,130000,0.1,10660,3,Silver Health
GE-2131,Male,Sales,Senior,Poland,2/11/2023,184438,175000,0.15,15808,2,Silver Health
GE-2132,Male,Operations,Professional,UK,6/20/2022,114412,130000,0.1,6537,2,Standard
GE-2133,Male,Engineering,Professional,Spain,3/20/2014,155228,130000,0.1,17740,4,Silver Health
GE-2134,Male,Operations,Senior,Poland,12/20/2021,188455,175000,0.15,24229,3,Standard
GE-2135,Male,HR,Professional,Germany,3/13/2019,114118,130000,0.1,9781,3,Silver Health
GE-2136,Female,Engineering,Professional,Spain,3/8/2018,113238,130000,0.1,9706,3,Silver Health
GE-2137,Male,Finance,Professional,France,4/29/2020,141392,130000,0.1,12119,3,Gold Health
GE-2138,Male,Sales,Entry,Poland,1/30/2022,86095,95000,0.05,4919,4,Standard
GE-2139,Female,Operations,Professional,UK,9/18/2020,129285,130000,0.1,11081,3,Standard
GE-2140,Male,IT,Professional,France,6/12/2021,147639,130000,0.1,12654,3,Gold Health
GE-2141,Female,Engineering,Professional,France,4/7/2014,109948,130000,0.1,9424,3,Opt-Out
GE-2142,Female,IT,Professional,Spain,9/29/2019,134269,130000,0.1,11508,3,Opt-Out
GE-2143,Female,Sales,Professional,Poland,4/18/2016,146831,130000,0.1,12585,3,Opt-Out
GE-2144,Female,HR,Senior,Spain,11/17/2023,207759,175000,0.15,26711,3,Silver Health
GE-2145,Male,Marketing,Senior,Germany,3/10/2015,171820,175000,0.15,7363,1,Gold Health
GE-2146,Male,IT,Professional,Germany,8/30/2021,145643,130000,0.1,16644,4,Silver Health
GE-2147,Male,Marketing,Senior,Poland,8/22/2018,172040,175000,0.15,22119,3,Standard
GE-2148,Male,Sales,Senior,Poland,9/6/2017,187500,175000,0.15,24107,3,Standard
GE-2149,Female,IT,Manager,Germany,8/28/2018,241258,240000,0.2,41358,3,Standard
GE-2150,Male,Engineering,Director,Germany,3/25/2014,318724,340000,0.3,81957,3,Gold Health
GE-2151,Male,HR,Senior,Germany,8/18/2020,158444,175000,0.15,20371,3,Standard
GE-2152,Male,Finance,Professional,Spain,3/13/2023,115515,130000,0.1,3300,1,Opt-Out
GE-2153,Male,IT,Professional,Germany,1/5/2023,114338,130000,0.1,9800,3,Opt-Out
